Airline,Source,Destination,Duration,Total_Stops,Price,duration__Duration,doj__Date_of_Journey_month,doj__Date_of_Journey_day_of_week,doj__Date_of_Journey_day_of_month,dep_time__Dep_Time_hour,dep_time__Dep_Time_minute,arr_time__Arrival_Time_hour,arr_time__Arrival_Time_minute,addition_info__Additional_Info_1 Long layover,addition_info__Additional_Info_In-flight meal not included,addition_info__Additional_Info_No check-in baggage included,addition_info__Additional_Info_No info,addition_info__Additional_Info_Other
5668.469897209985,7998.884331797235,11989.527071823204,295,1,4049,0.14536340852130325,0.0,0.0,0.6538461538461539,0.6956521739130435,1.0,0.9130434782608695,0.9090909090909091,0.0,0.0,0.0,1.0,0.0
10908.228287841192,10435.297177513412,10435.297177513412,625,2,16655,0.3107769423558897,0.6666666666666665,0.16666666666666666,0.7692307692307693,0.6521739130434783,0.09090909090909091,0.043478260869565216,0.5454545454545454,0.0,0.0,0.0,1.0,0.0
5668.469897209985,7998.884331797235,5143.918577075099,180,0,3943,0.08771929824561403,0.6666666666666665,1.0,0.42307692307692313,0.9130434782608695,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,0.0,1.0,0.0
10908.228287841192,10435.297177513412,10435.297177513412,640,1,7670,0.3182957393483709,0.6666666666666665,0.8333333333333333,0.6538461538461539,0.43478260869565216,0.36363636363636365,0.9130434782608695,0.0,0.0,0.0,0.0,1.0,0.0
11577.910204081632,10435.297177513412,10435.297177513412,335,1,12898,0.16541353383458646,0.6666666666666665,0.16666666666666666,0.7692307692307693,0.9565217391304348,0.9090909090909091,0.17391304347826086,0.45454545454545453,0.0,1.0,0.0,0.0,0.0
9494.711678832116,7998.884331797235,5143.918577075099,165,0,6121,0.08020050125313283,0.33333333333333326,0.0,0.5384615384615385,0.7391304347826086,0.0,0.8260869565217391,0.8181818181818181,0.0,0.0,0.0,1.0,0.0
10908.228287841192,10435.297177513412,10435.297177513412,480,1,12537,0.23809523809523808,0.33333333333333326,0.16666666666666666,0.3076923076923077,0.5652173913043478,0.0,0.9130434782608695,0.0,0.0,0.0,0.0,1.0,0.0
11577.910204081632,10435.297177513412,10435.297177513412,810,2,13029,0.40350877192982454,0.6666666666666665,0.0,1.0,0.21739130434782608,0.5454545454545454,0.8260869565217391,0.0,0.0,1.0,0.0,0.0,0.0
11577.910204081632,5036.825899280576,5036.825899280576,85,0,9536,0.040100250626566414,0.0,0.3333333333333333,0.19230769230769232,0.30434782608695654,0.18181818181818182,0.34782608695652173,0.6363636363636364,0.0,0.0,0.0,1.0,0.0
7808.596673596674,9135.211282410652,9135.211282410652,1550,1,11105,0.7744360902255638,0.0,1.0,0.8846153846153847,0.8695652173913043,0.36363636363636365,0.9565217391304348,0.18181818181818182,0.0,0.0,0.0,1.0,0.0
5668.469897209985,10435.297177513412,10435.297177513412,345,1,7189,0.17042606516290726,0.6666666666666665,0.3333333333333333,0.5384615384615385,0.9130434782608695,0.9090909090909091,0.13043478260869565,0.6363636363636364,0.0,0.0,0.0,1.0,0.0
5668.469897209985,10435.297177513412,10435.297177513412,675,1,6171,0.3358395989974937,0.0,0.3333333333333333,0.19230769230769232,0.17391304347826086,1.0,0.6956521739130435,0.18181818181818182,0.0,0.0,0.0,1.0,0.0
